id|Citations|Productivity|Degree|Nationality|aff_country|Gender|Nationality_Region|Nationality_IncomeGroup|aff_country_Region|aff_country_IncomeGroup
ur.015030451247.76|2762|1|2|AR|United Kingdom|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.014024560605.43|2758|1|0|US|United States|male|North America|High income|North America|High income
ur.016042606472.36|2750|1|3|PT|United States||Europe & Central Asia|High income|North America|High income
ur.01061254536.75|2750|1|3|IT|United States||Europe & Central Asia|High income|North America|High income
ur.010216223411.87|2750|1|3|CI|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.0767651144.84|7622|3|12|NG|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.011701737377.60|2750|1|4|TH|China||East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.010037722645.48|2750|1|4|UA|Russia|male|Europe & Central Asia|Lower middle income|Europe & Central Asia|Upper middle income
ur.0651467734.25|2750|1|4|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01173260215.87|2750|1|4|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01162233364.22|2750|1|4|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.0645334200.08|2746|1|0|US|United States||North America|High income|North America|High income
ur.01264370340.88|2743|1|2|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.07754211077.36|2743|1|2|FR|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013747656056.37|2743|1|2|US|United States|male|North America|High income|North America|High income
ur.012213142357.18|5256|2|9|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01364311533.43|5256|2|9|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.014120721165.14|5256|2|9|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.07713500415.65|2741|1|3|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.012574204165.91|2741|1|3|GB|United States||Europe & Central Asia|High income|North America|High income
ur.010014120655.82|2741|1|3|BE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012637433543.55|2739|1|0|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01252324057.82|2736|1|1|NG|Switzerland|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.0726064757.26|2736|1|1|CH|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012226461373.22|2728|1|0|US|United States|male|North America|High income|North America|High income
ur.0732163070.98|2725|1|5|CN||male|East Asia & Pacific|Upper middle income||
ur.01337415047.52|2725|1|5|SI||male|Europe & Central Asia|High income||
ur.01122443461.80|2725|1|5|KR|South Korea||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01003205130.52|2723|1|0|MQ|United States|male|||North America|High income
ur.012263551123.18|2718|1|0|RU|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.012555717435.05|5082|2|2|US|United States|male|North America|High income|North America|High income
ur.01126666327.30|2717|1|1|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.015400171204.03|2710|1|3|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.01162512326.49|2710|1|3||United States|female|||North America|High income
ur.014625721316.47|2710|1|3|IN|India|male|South Asia|Lower middle income|South Asia|Lower middle income
ur.0772277102.18|4687|2|6|VE|Italy|male|Latin America & Caribbean||Europe & Central Asia|High income
ur.01144041011.33|4687|2|6|CL|Italy|male|Latin America & Caribbean|High income|Europe & Central Asia|High income
ur.01155055124.51|2705|1|1|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.011437634463.18|2705|1|1|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.01060342140.75|4947|2|3|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01124534700.04|2704|1|2|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013043133171.42|2704|1|2|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.016212556353.46|2704|1|0|AU|Ireland|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0661346645.50|4663|2|4|GH|France|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.0577114507.44|4663|2|4|CH|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01334532327.19|5069|2|4|PL|United States|male|Europe & Central Asia|High income|North America|High income
ur.01341124535.17|2695|1|2|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0743725653.66|5069|2|4|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01312144666.85|2688|1|4|MQ|Norway|male|||Europe & Central Asia|High income
ur.01023476755.55|2688|1|4|DK|Norway|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01122217376.30|2688|1|4|MQ|Norway|male|||Europe & Central Asia|High income
ur.01152602225.46|2688|1|4|AT|Norway|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01337031362.75|2688|1|4|AT|Norway|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01057077050.15|2685|1|6|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.01234764112.06|2685|1|6|ES|United States|male|Europe & Central Asia|High income|North America|High income
ur.01273503536.33|2685|1|6|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0734344614.09|2685|1|6|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.0645024763.85|2685|1|6|GH|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.01065106445.21|2685|1|6|JP|Canada|male|East Asia & Pacific|High income|North America|High income
ur.07534444404.08|2685|1|6|HK|United States|male|East Asia & Pacific|High income|North America|High income
ur.0713301551.12|2677|1|0|LT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01226546724.34|2676|1|7|IL||male|Middle East & North Africa|High income||
ur.01253426446.00|2676|1|7|TW||male||||
ur.0665504424.83|2676|1|7|EC||male|Latin America & Caribbean|Upper middle income||
ur.01050046224.59|2676|1|7|CN||male|East Asia & Pacific|Upper middle income||
ur.0641527461.10|2676|1|7|GB||male|Europe & Central Asia|High income||
ur.01300523224.95|2676|1|7|IR|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.015142004712.75|5333|2|10|IN||male|South Asia|Lower middle income||
ur.01173002561.96|2676|1|7|CN||male|East Asia & Pacific|Upper middle income||
ur.01021736353.44|2674|1|3|CH|United States|male|Europe & Central Asia|High income|North America|High income
ur.016311346137.76|2674|1|3|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.012350143733.76|2674|1|3|ES|United States|male|Europe & Central Asia|High income|North America|High income
ur.010005667617.79|2674|1|3|US|United States|male|North America|High income|North America|High income
ur.015202725631.91|2671|1|2|AR|United Kingdom|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.013772722711.05|2671|1|2|BR|Brazil||Latin America & Caribbean|Upper middle income|Latin America & Caribbean|Upper middle income
ur.015251557545.08|2671|1|2|PL|Brazil|male|Europe & Central Asia|High income|Latin America & Caribbean|Upper middle income
ur.015253301130.86|2668|1|0|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015235454670.35|2667|1|0|US|United States|male|North America|High income|North America|High income
ur.010746054555.45|2664|1|8|CH|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01107130536.64|2664|1|8|JM|United Kingdom|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.01045515614.50|2664|1|8|CA|United Kingdom|male|North America|High income|Europe & Central Asia|High income
ur.011037046202.82|2664|1|8|IE|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0652637201.34|2657|1|3|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.01277202621.80|4605|2|9|US|United States|male|North America|High income|North America|High income
ur.014521422644.80|2655|1|1|DK|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0615323014.34|2655|1|1|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01013537763.87|2654|1|0|BE|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01062001154.92|2654|1|2|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.01341216564.47|2654|1|2|RU|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.0757266034.54|2654|1|2|IR|France|male|Middle East & North Africa|Lower middle income|Europe & Central Asia|High income
ur.012363034717.27|2651|1|0|NZ|United States||East Asia & Pacific|High income|North America|High income
ur.0611576307.14|4886|2|3|ML|Japan|male|Sub-Saharan Africa|Low income|East Asia & Pacific|High income
ur.01150200717.07|2650|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.010166277601.90|4886|2|3|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01156303637.68|2650|1|1|GB|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013730751426.14|4994|2|2|SE|Germany|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015500000235.57|2647|1|2|VN|United States||East Asia & Pacific|Lower middle income|North America|High income
ur.0721523257.45|2647|1|2|TW|United States||||North America|High income
ur.011201046557.19|2646|1|0|US|United States|male|North America|High income|North America|High income
ur.012724276252.22|5134|2|2|US|United States|male|North America|High income|North America|High income
ur.016077364415.86|2635|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.0650670702.18|2634|1|4|US|United States|male|North America|High income|North America|High income
ur.01353333356.28|2634|1|4|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.0746711601.03|2634|1|4|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.0671611704.01|4872|2|9|IE|Israel|male|Europe & Central Asia|High income|Middle East & North Africa|High income
ur.014766626625.95|2629|1|1|CH|Switzerland||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0773125417.10|2629|1|1|CM|Switzerland|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.0601421747.22|2627|1|0|GR|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0617120437.73|2621|1|1|ES|Austria||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011151474355.63|6817|3|8|CH|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016656213107.29|2618|1|0|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.010032732315.84|2610|1|0|SN|Australia||Sub-Saharan Africa|Lower middle income|East Asia & Pacific|High income
ur.015635420025.05|4623|2|4|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.014523005000.99|2605|1|1|AZ|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.01103733346.26|5113|2|1|US|United States||North America|High income|North America|High income
ur.012604735613.56|2600|1|1||United Kingdom||||Europe & Central Asia|High income
ur.011637612052.86|4589|2|1|IL|United States||Middle East & North Africa|High income|North America|High income
ur.01277531540.38|2587|1|1|FR|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01171752137.73|2586|1|2|TR|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.01063165740.62|2586|1|2|KR|United States|male|East Asia & Pacific|High income|North America|High income
ur.01240065337.32|5059|2|8||United States|male|||North America|High income
ur.015166561115.47|2577|1|1|NL|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016100120515.63|2577|1|1|NL|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0705150112.01|2575|1|1|VN|Austria|male|East Asia & Pacific|Lower middle income|Europe & Central Asia|High income
ur.07534101577.30|2575|1|1|CZ|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0601306127.87|2573|1|0|NZ||male|East Asia & Pacific|High income||
ur.013713251321.99|2573|1|0|IT|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016027016701.70|2572|1|0|CH|Canada||Europe & Central Asia|High income|North America|High income
ur.0667652200.29|2569|1|7|AU|United States|male|East Asia & Pacific|High income|North America|High income
ur.016713166735.77|2569|1|7|US|United States|male|North America|High income|North America|High income
ur.01041300062.84|2569|1|7|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.014151466245.18|2569|1|7|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.015367614247.25|2569|1|7|US|United States|male|North America|High income|North America|High income
ur.0763500255.33|2569|1|7|PK|Germany|male|South Asia|Lower middle income|Europe & Central Asia|High income
ur.012760473521.51|2569|1|7|AU|Australia|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0616304361.65|2569|1|7|AU|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01125520126.07|2569|1|2|HK|United States|male|East Asia & Pacific|High income|North America|High income
ur.0772322701.64|2569|1|2|RE|United States||||North America|High income
ur.0753130674.81|2561|1|3|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.016241175517.89|2561|1|3|PT|United States|male|Europe & Central Asia|High income|North America|High income
ur.010512743107.24|2561|1|3|AU|United States|male|East Asia & Pacific|High income|North America|High income
ur.01051630066.08|2561|1|3|AU|United States|male|East Asia & Pacific|High income|North America|High income
ur.010117116473.31|2560|1|2|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.014740361755.38|2560|1|2|TH|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.010565725711.79|2560|1|2|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.0736134475.37|2559|1|3|US|United States|male|North America|High income|North America|High income
ur.01306402615.34|2559|1|3|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.011132656535.07|2559|1|3|NL|United States|male|Europe & Central Asia|High income|North America|High income
ur.01205264755.89|2559|1|3|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.016304226531.91|2554|1|0|PL|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01205505205.94|2553|1|0|DE|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.075330151.19|2553|1|0||United States||||North America|High income
ur.015562016764.48|2551|1|2|MQ|United States|male|||North America|High income
ur.0604332714.42|2551|1|2|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.012122762615.41|2551|1|2|CA|United States|male|North America|High income|North America|High income
ur.01003216141.36|2549|1|1|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.01067702447.37|2549|1|1|BE|United States|male|Europe & Central Asia|High income|North America|High income
ur.010627015135.48|2548|1|1|JM|United Kingdom|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.011744120205.52|2548|1|1|NZ|United Kingdom||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.016123461761.17|2543|1|0|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0606703734.66|6803|2|0|FR|United States|male|Europe & Central Asia|High income|North America|High income
ur.01216756667.50|2528|1|4|IL|Austria||Middle East & North Africa|High income|Europe & Central Asia|High income
ur.051276661.51|2528|1|4|AT|Austria||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0776552437.72|2528|1|4||Canada||||North America|High income
ur.011423652677.15|2528|1|4|AT|Austria||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013534105623.35|2528|1|4|AT|Austria||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07734347061.70|2527|1|2|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01162146326.90|2527|1|2|US|United States|female|North America|High income|North America|High income
ur.01265745444.44|2527|1|2|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.0705207637.43|2526|1|1|ES|United States|male|Europe & Central Asia|High income|North America|High income
ur.0651661317.47|2526|1|1||United States|male|||North America|High income
ur.07554630340.66|2520|1|0|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01145657203.32|2515|1|1|UY|United States|male|Latin America & Caribbean|High income|North America|High income
ur.0664434361.49|2515|1|1|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.013730326177.92|2514|1|3|BJ|Germany|female|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.011724661645.15|2514|1|3|IT|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0623030730.54|2514|1|6|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.0745023031.11|2514|1|6|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01221016330.08|2514|1|6|RS|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.010736134621.14|2510|1|0|HK|Ireland||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0662317104.82|2510|1|1|US|||North America|High income||
ur.010511351330.43|2510|1|1|US|United States|male|North America|High income|North America|High income
ur.013471072032.17|2509|1|1|NZ|Australia||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.012673511432.48|2509|1|1|NZ|Australia||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01212763550.12|2507|1|2|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01144650350.49|2507|1|2|RO|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01151322435.73|2507|1|2|US|United Kingdom|male|North America|High income|Europe & Central Asia|High income
ur.010542646154.35|2505|1|0|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.011642305717.32|2499|1|1|CA|United States||North America|High income|North America|High income
ur.01065536351.29|2487|1|2|AR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.015347560071.73|2487|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0723414124.89|2487|1|2|BW|United States|female|Sub-Saharan Africa|Upper middle income|North America|High income
ur.011717745141.20|2483|1|6|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.010016565207.72|2483|1|6|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.012563333131.18|2483|1|6|ZA|United States|male|Sub-Saharan Africa|Upper middle income|North America|High income
ur.01124367404.45|2483|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.014663735753.47|2482|1|1|GT|United States||Latin America & Caribbean|Upper middle income|North America|High income
ur.011146566553.11|2482|1|1|PL|United States||Europe & Central Asia|High income|North America|High income
ur.016021570201.58|2480|1|0|TT|United Kingdom||Latin America & Caribbean|High income|Europe & Central Asia|High income
ur.01072002743.98|2473|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01254344543.33|2473|1|6|US|United States|male|North America|High income|North America|High income
ur.01202507204.56|2473|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.0624727310.34|2473|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01134451774.70|2473|1|6|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.0706027064.54|2473|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01307130010.29|2471|1|1|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0577135377.68|2468|1|1|CA|Germany|male|North America|High income|Europe & Central Asia|High income
ur.01035500175.00|2468|1|1|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011373474325.01|2467|1|0|BD|India|male|South Asia|Lower middle income|South Asia|Lower middle income
ur.010751311105.61|2462|1|1|BD|United States||South Asia|Lower middle income|North America|High income
ur.014256657331.53|2462|1|1|IL|United States||Middle East & North Africa|High income|North America|High income
ur.01110645067.82|2445|1|1|CL|Austria||Latin America & Caribbean|High income|Europe & Central Asia|High income
ur.0763512065.65|4853|2|1|AT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016544226423.75|2441|1|1|IN|United Kingdom||South Asia|Lower middle income|Europe & Central Asia|High income
ur.011475460421.99|2439|1|0|MQ||||||
ur.01327537662.79|2437|1|8|HK|United States|male|East Asia & Pacific|High income|North America|High income
ur.0604133562.55|2437|1|8|TR|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.01363263405.73|2437|1|8|CN|||East Asia & Pacific|Upper middle income||
ur.0720362162.70|2437|1|8|CZ||male|Europe & Central Asia|High income||
ur.0766475362.52|2437|1|8|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.01046572263.84|2437|1|8|AU|United States|male|East Asia & Pacific|High income|North America|High income
ur.0700233055.89|2437|1|8|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01066611756.19|2437|1|8|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.016062714213.78|2435|1|0|MQ|United States|male|||North America|High income
ur.0761712507.92|2435|1|2|IE|United States||Europe & Central Asia|High income|North America|High income
ur.01030025707.65|2435|1|2|IT|United States||Europe & Central Asia|High income|North America|High income
ur.013303110024.32|2435|1|2|US|United States||North America|High income|North America|High income
ur.01013024351.88|2433|1|3|US|United States||North America|High income|North America|High income
ur.01036475450.67|2433|1|3|IL|United States||Middle East & North Africa|High income|North America|High income
ur.016555724313.10|2433|1|3|IL|United States||Middle East & North Africa|High income|North America|High income
ur.0720104330.12|5223|2|3|IL|United States||Middle East & North Africa|High income|North America|High income
ur.010226233401.91|2428|1|0|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01366107442.19|2427|1|1|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0643274363.04|2427|1|1|IE|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0103762031.40|2421|1|0|ZA|United States|male|Sub-Saharan Africa|Upper middle income|North America|High income
ur.010472724377.34|2418|1|2|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.0641171460.79|2418|1|2|HK|United States|male|East Asia & Pacific|High income|North America|High income
ur.012412304707.88|2418|1|2|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.011053242147.16|2418|1|0|IT|Italy||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015415214420.51|2418|1|1|GB|United States||Europe & Central Asia|High income|North America|High income
ur.01177257707.65|2418|1|1|TH|Canada||East Asia & Pacific|Upper middle income|North America|High income
ur.014405341265.82|2415|1|1|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015175015311.18|2414|1|0|FR|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07362654715.55|2407|1|2|IL|United Kingdom|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.013277645235.57|2407|1|2|MQ|United Kingdom||||Europe & Central Asia|High income
ur.013546025631.62|4499|2|2|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0710654302.41|2406|1|2|ID|Sweden||East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.01322060651.48|2406|1|2|IL|Germany|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.0621031377.22|4544|2|2|CH|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01333643007.99|4544|2|2|CH|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07474712207.27|2404|1|2|CA|United States|male|North America|High income|North America|High income
ur.01226244761.14|2404|1|2|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.011573135521.33|2399|1|0|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.01155667325.32|2398|1|3|MX|Brazil|male|Latin America & Caribbean|Upper middle income|Latin America & Caribbean|Upper middle income
ur.01165061763.55|2398|1|3|EC|Brazil|male|Latin America & Caribbean|Upper middle income|Latin America & Caribbean|Upper middle income
ur.014276255441.44|2398|1|3|TR|Brazil|male|Europe & Central Asia|Upper middle income|Latin America & Caribbean|Upper middle income
ur.016127240001.40|2398|1|3|MX|Brazil|male|Latin America & Caribbean|Upper middle income|Latin America & Caribbean|Upper middle income
ur.016276521651.40|2397|1|2|US|United States|male|North America|High income|North America|High income
ur.015661064160.53|4655|2|3|LB|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.014644454461.40|4655|2|3|SN|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.0607431735.52|2397|1|7|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07504677125.01|2397|1|7|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07760421625.31|2397|1|7|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07407160023.17|2397|1|7|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016525026431.06|2397|1|7|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012474222664.07|2397|1|7|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0706113712.83|2397|1|7|HU|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01246644525.76|2397|1|7|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016005746571.56|2395|1|9|NZ|Germany|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.010470711175.29|2395|1|9|IT|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011615534125.81|2395|1|9|CN|Germany||East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.0721257210.28|2395|1|9|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013203070273.57|2395|1|9|LU|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013112540471.56|2395|1|9|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01000476242.36|2392|1|1|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.015370274737.57|2392|1|1|US|United States|male|North America|High income|North America|High income
ur.01277346710.52|2391|1|3|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.014462665057.44|2391|1|3|UG|United States|male|Sub-Saharan Africa|Low income|North America|High income
ur.016666247173.64|2391|1|3|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.014335234737.04|2391|1|3||Israel|male|||Middle East & North Africa|High income
ur.01223153015.07|2382|1|4|IL|United States||Middle East & North Africa|High income|North America|High income
ur.010262772077.38|2382|1|4|FR|United States||Europe & Central Asia|High income|North America|High income
ur.0721327015.24|2382|1|4|BG|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.010261230331.54|2382|1|4|FR|United States|female|Europe & Central Asia|High income|North America|High income
ur.07604315161.17|2379|1|0|CH|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01073566020.13|2374|1|2|AU|United States|male|East Asia & Pacific|High income|North America|High income
ur.012272344253.61|2372|1|2|GE|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.011447253057.88|2372|1|2|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.0735044016.08|2371|1|6|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01051272416.15|2371|1|6|AT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016071402271.07|2371|1|6|IL|Germany|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.01301747416.99|2371|1|6|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0624456516.02|2371|1|6|AT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01172632521.40|2371|1|6|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01136654745.93|2371|1|6|CN|Germany|male|East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.0763244404.65|2368|1|6|LB|United Kingdom||Middle East & North Africa|Lower middle income|Europe & Central Asia|High income
ur.01064146320.53|2368|1|6|PL|United States||Europe & Central Asia|High income|North America|High income
ur.01210175023.62|2365|1|1|KR|United States||East Asia & Pacific|High income|North America|High income
ur.015064115070.41|2365|1|0|US||male|North America|High income||
